split,label,label_name,subtype,aug_type,distortion_type,source_file,output_file
train,0,clean,standard_clean,none,,data\split\train\FAMILY-11\FATHER\FM011_F5.png,data\classifier_v4\train\clean\std_clean_0029__FAMILY-11__FATHER__FM011_F5.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-11\MOTHER\FM011_M5.png,data\classifier_v4\train\clean\std_clean_0030__FAMILY-11__MOTHER__FM011_M5.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-16\CHILD\FM016_C3.png,data\classifier_v4\train\clean\std_clean_0031__FAMILY-16__CHILD__FM016_C3.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-16\CHILD\FM016_C4.png,data\classifier_v4\train\clean\std_clean_0032__FAMILY-16__CHILD__FM016_C4.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-16\CHILD\FM016_C5.png,data\classifier_v4\train\clean\std_clean_0033__FAMILY-16__CHILD__FM016_C5.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-16\FATHER\FM016_F4.png,data\classifier_v4\train\clean\std_clean_0034__FAMILY-16__FATHER__FM016_F4.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-16\MOTHER\FM016_M4.png,data\classifier_v4\train\clean\std_clean_0035__FAMILY-16__MOTHER__FM016_M4.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-17\CHILD\FM017_C1.png,data\classifier_v4\train\clean\std_clean_0036__FAMILY-17__CHILD__FM017_C1.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-17\CHILD\FM017_C2.png,data\classifier_v4\train\clean\std_clean_0037__FAMILY-17__CHILD__FM017_C2.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-17\CHILD\FM017_C3.png,data\classifier_v4\train\clean\std_clean_0038__FAMILY-17__CHILD__FM017_C3.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-17\CHILD\FM017_C4.png,data\classifier_v4\train\clean\std_clean_0039__FAMILY-17__CHILD__FM017_C4.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-17\FATHER\FM017_F4.png,data\classifier_v4\train\clean\std_clean_0040__FAMILY-17__FATHER__FM017_F4.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-17\FATHER\FM017_F5.png,data\classifier_v4\train\clean\std_clean_0041__FAMILY-17__FATHER__FM017_F5.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-17\MOTHER\FM017_M1.png,data\classifier_v4\train\clean\std_clean_0042__FAMILY-17__MOTHER__FM017_M1.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-17\MOTHER\FM017_M2.png,data\classifier_v4\train\clean\std_clean_0043__FAMILY-17__MOTHER__FM017_M2.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-17\MOTHER\FM017_M3.png,data\classifier_v4\train\clean\std_clean_0044__FAMILY-17__MOTHER__FM017_M3.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-17\MOTHER\FM017_M5.png,data\classifier_v4\train\clean\std_clean_0045__FAMILY-17__MOTHER__FM017_M5.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-18\CHILD\FM018_C2.png,data\classifier_v4\train\clean\std_clean_0046__FAMILY-18__CHILD__FM018_C2.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-18\CHILD\FM018_C5.png,data\classifier_v4\train\clean\std_clean_0047__FAMILY-18__CHILD__FM018_C5.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-18\FATHER\FM018_F4.png,data\classifier_v4\train\clean\std_clean_0048__FAMILY-18__FATHER__FM018_F4.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-18\MOTHER\FM018_M2.png,data\classifier_v4\train\clean\std_clean_0049__FAMILY-18__MOTHER__FM018_M2.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-18\MOTHER\FM018_M5.png,data\classifier_v4\train\clean\std_clean_0050__FAMILY-18__MOTHER__FM018_M5.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-19\CHILD\FM019_C1.png,data\classifier_v4\train\clean\std_clean_0051__FAMILY-19__CHILD__FM019_C1.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-19\CHILD\FM019_C2.png,data\classifier_v4\train\clean\std_clean_0052__FAMILY-19__CHILD__FM019_C2.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-19\CHILD\FM019_C5.png,data\classifier_v4\train\clean\std_clean_0053__FAMILY-19__CHILD__FM019_C5.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-19\FATHER\FM019_F2.png,data\classifier_v4\train\clean\std_clean_0054__FAMILY-19__FATHER__FM019_F2.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-19\FATHER\FM019_F4.png,data\classifier_v4\train\clean\std_clean_0055__FAMILY-19__FATHER__FM019_F4.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-19\FATHER\FM019_F5.png,data\classifier_v4\train\clean\std_clean_0056__FAMILY-19__FATHER__FM019_F5.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-19\MOTHER\FM019_M4.png,data\classifier_v4\train\clean\std_clean_0057__FAMILY-19__MOTHER__FM019_M4.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-2\CHILD\FM002_C2.png,data\classifier_v4\train\clean\std_clean_0058__FAMILY-2__CHILD__FM002_C2.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-2\FATHER\FM002_F1.png,data\classifier_v4\train\clean\std_clean_0059__FAMILY-2__FATHER__FM002_F1.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-2\FATHER\FM002_F2.png,data\classifier_v4\train\clean\std_clean_0060__FAMILY-2__FATHER__FM002_F2.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-2\FATHER\FM002_F4.png,data\classifier_v4\train\clean\std_clean_0061__FAMILY-2__FATHER__FM002_F4.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-2\FATHER\FM002_F5.png,data\classifier_v4\train\clean\std_clean_0062__FAMILY-2__FATHER__FM002_F5.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-2\MOTHER\FM002_M1.png,data\classifier_v4\train\clean\std_clean_0063__FAMILY-2__MOTHER__FM002_M1.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-2\MOTHER\FM002_M2.png,data\classifier_v4\train\clean\std_clean_0064__FAMILY-2__MOTHER__FM002_M2.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-21\CHILD\FM021_C2.png,data\classifier_v4\train\clean\std_clean_0065__FAMILY-21__CHILD__FM021_C2.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-21\CHILD\FM021_C3.png,data\classifier_v4\train\clean\std_clean_0066__FAMILY-21__CHILD__FM021_C3.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-21\CHILD\FM021_C4.png,data\classifier_v4\train\clean\std_clean_0067__FAMILY-21__CHILD__FM021_C4.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-21\CHILD\FM021_C5.png,data\classifier_v4\train\clean\std_clean_0068__FAMILY-21__CHILD__FM021_C5.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-21\FATHER\FM021_F2.png,data\classifier_v4\train\clean\std_clean_0069__FAMILY-21__FATHER__FM021_F2.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-21\FATHER\FM021_F3.png,data\classifier_v4\train\clean\std_clean_0070__FAMILY-21__FATHER__FM021_F3.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-21\FATHER\FM021_F5.png,data\classifier_v4\train\clean\std_clean_0071__FAMILY-21__FATHER__FM021_F5.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-21\MOTHER\FM021_M1.png,data\classifier_v4\train\clean\std_clean_0072__FAMILY-21__MOTHER__FM021_M1.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-21\MOTHER\FM021_M5.png,data\classifier_v4\train\clean\std_clean_0073__FAMILY-21__MOTHER__FM021_M5.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-22\CHILD\FM022_C1.png,data\classifier_v4\train\clean\std_clean_0074__FAMILY-22__CHILD__FM022_C1.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-22\CHILD\FM022_C2.png,data\classifier_v4\train\clean\std_clean_0075__FAMILY-22__CHILD__FM022_C2.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-22\CHILD\FM022_C4.png,data\classifier_v4\train\clean\std_clean_0076__FAMILY-22__CHILD__FM022_C4.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-22\FATHER\FM022_F2.png,data\classifier_v4\train\clean\std_clean_0077__FAMILY-22__FATHER__FM022_F2.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-22\MOTHER\FM022_M1.png,data\classifier_v4\train\clean\std_clean_0078__FAMILY-22__MOTHER__FM022_M1.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-22\MOTHER\FM022_M2.png,data\classifier_v4\train\clean\std_clean_0079__FAMILY-22__MOTHER__FM022_M2.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-22\MOTHER\FM022_M5.png,data\classifier_v4\train\clean\std_clean_0080__FAMILY-22__MOTHER__FM022_M5.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-24\CHILD\FM024_C1.png,data\classifier_v4\train\clean\std_clean_0081__FAMILY-24__CHILD__FM024_C1.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-24\CHILD\FM024_C4.png,data\classifier_v4\train\clean\std_clean_0082__FAMILY-24__CHILD__FM024_C4.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-24\FATHER\FM024_F1.png,data\classifier_v4\train\clean\std_clean_0083__FAMILY-24__FATHER__FM024_F1.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-24\FATHER\FM024_F2.png,data\classifier_v4\train\clean\std_clean_0084__FAMILY-24__FATHER__FM024_F2.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-24\MOTHER\FM024_M1.png,data\classifier_v4\train\clean\std_clean_0085__FAMILY-24__MOTHER__FM024_M1.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-24\MOTHER\FM024_M3.png,data\classifier_v4\train\clean\std_clean_0086__FAMILY-24__MOTHER__FM024_M3.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-25\CHILD\FM025_C3.png,data\classifier_v4\train\clean\std_clean_0087__FAMILY-25__CHILD__FM025_C3.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-25\CHILD\FM025_C5.png,data\classifier_v4\train\clean\std_clean_0088__FAMILY-25__CHILD__FM025_C5.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-25\FATHER\FM025_F2.png,data\classifier_v4\train\clean\std_clean_0089__FAMILY-25__FATHER__FM025_F2.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-25\FATHER\FM025_F3.png,data\classifier_v4\train\clean\std_clean_0090__FAMILY-25__FATHER__FM025_F3.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-25\MOTHER\FM025_M1.png,data\classifier_v4\train\clean\std_clean_0091__FAMILY-25__MOTHER__FM025_M1.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-25\MOTHER\FM025_M2.png,data\classifier_v4\train\clean\std_clean_0092__FAMILY-25__MOTHER__FM025_M2.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-25\MOTHER\FM025_M3.png,data\classifier_v4\train\clean\std_clean_0093__FAMILY-25__MOTHER__FM025_M3.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-25\MOTHER\FM025_M4.png,data\classifier_v4\train\clean\std_clean_0094__FAMILY-25__MOTHER__FM025_M4.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-26\CHILD\FM026_C1.png,data\classifier_v4\train\clean\std_clean_0095__FAMILY-26__CHILD__FM026_C1.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-26\CHILD\FM026_C2.png,data\classifier_v4\train\clean\std_clean_0096__FAMILY-26__CHILD__FM026_C2.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-26\FATHER\FM026_F3.png,data\classifier_v4\train\clean\std_clean_0097__FAMILY-26__FATHER__FM026_F3.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-26\FATHER\FM026_F4.png,data\classifier_v4\train\clean\std_clean_0098__FAMILY-26__FATHER__FM026_F4.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-26\MOTHER\FM026_M1.png,data\classifier_v4\train\clean\std_clean_0099__FAMILY-26__MOTHER__FM026_M1.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-26\MOTHER\FM026_M3.png,data\classifier_v4\train\clean\std_clean_0100__FAMILY-26__MOTHER__FM026_M3.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-26\MOTHER\FM026_M5.png,data\classifier_v4\train\clean\std_clean_0101__FAMILY-26__MOTHER__FM026_M5.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-27\CHILD\FM027_C1.png,data\classifier_v4\train\clean\std_clean_0102__FAMILY-27__CHILD__FM027_C1.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-27\CHILD\FM027_C3.png,data\classifier_v4\train\clean\std_clean_0103__FAMILY-27__CHILD__FM027_C3.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-27\CHILD\FM027_C4.png,data\classifier_v4\train\clean\std_clean_0104__FAMILY-27__CHILD__FM027_C4.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-27\CHILD\FM027_C5.png,data\classifier_v4\train\clean\std_clean_0105__FAMILY-27__CHILD__FM027_C5.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-27\FATHER\FM027_F1.png,data\classifier_v4\train\clean\std_clean_0106__FAMILY-27__FATHER__FM027_F1.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-27\FATHER\FM027_F2.png,data\classifier_v4\train\clean\std_clean_0107__FAMILY-27__FATHER__FM027_F2.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-27\FATHER\FM027_F3.png,data\classifier_v4\train\clean\std_clean_0108__FAMILY-27__FATHER__FM027_F3.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-27\MOTHER\FM027_M1.png,data\classifier_v4\train\clean\std_clean_0109__FAMILY-27__MOTHER__FM027_M1.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-27\MOTHER\FM027_M2.png,data\classifier_v4\train\clean\std_clean_0110__FAMILY-27__MOTHER__FM027_M2.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-27\MOTHER\FM027_M4.png,data\classifier_v4\train\clean\std_clean_0111__FAMILY-27__MOTHER__FM027_M4.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-27\MOTHER\FM027_M5.png,data\classifier_v4\train\clean\std_clean_0112__FAMILY-27__MOTHER__FM027_M5.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-28\CHILD\FM028_C4.png,data\classifier_v4\train\clean\std_clean_0113__FAMILY-28__CHILD__FM028_C4.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-28\CHILD\FM028_C5.png,data\classifier_v4\train\clean\std_clean_0114__FAMILY-28__CHILD__FM028_C5.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-28\FATHER\FM028_F1.png,data\classifier_v4\train\clean\std_clean_0115__FAMILY-28__FATHER__FM028_F1.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-28\FATHER\FM028_F2.png,data\classifier_v4\train\clean\std_clean_0116__FAMILY-28__FATHER__FM028_F2.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-28\FATHER\FM028_F4.png,data\classifier_v4\train\clean\std_clean_0117__FAMILY-28__FATHER__FM028_F4.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-28\MOTHER\FM028_M2.png,data\classifier_v4\train\clean\std_clean_0118__FAMILY-28__MOTHER__FM028_M2.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-28\MOTHER\FM028_M3.png,data\classifier_v4\train\clean\std_clean_0119__FAMILY-28__MOTHER__FM028_M3.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-28\MOTHER\FM028_M4.png,data\classifier_v4\train\clean\std_clean_0120__FAMILY-28__MOTHER__FM028_M4.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-28\MOTHER\FM028_M5.png,data\classifier_v4\train\clean\std_clean_0121__FAMILY-28__MOTHER__FM028_M5.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-29\CHILD\FM029_C1.png,data\classifier_v4\train\clean\std_clean_0122__FAMILY-29__CHILD__FM029_C1.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-29\CHILD\FM029_C2.png,data\classifier_v4\train\clean\std_clean_0123__FAMILY-29__CHILD__FM029_C2.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-29\CHILD\FM029_C3.png,data\classifier_v4\train\clean\std_clean_0124__FAMILY-29__CHILD__FM029_C3.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-29\CHILD\FM029_C5.png,data\classifier_v4\train\clean\std_clean_0125__FAMILY-29__CHILD__FM029_C5.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-29\FATHER\FM029_F2.png,data\classifier_v4\train\clean\std_clean_0126__FAMILY-29__FATHER__FM029_F2.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-29\MOTHER\FM029_M1.png,data\classifier_v4\train\clean\std_clean_0127__FAMILY-29__MOTHER__FM029_M1.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-29\MOTHER\FM029_M4.png,data\classifier_v4\train\clean\std_clean_0128__FAMILY-29__MOTHER__FM029_M4.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-3\CHILD\FM003_C3.png,data\classifier_v4\train\clean\std_clean_0129__FAMILY-3__CHILD__FM003_C3.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-3\FATHER\FM003_F3.png,data\classifier_v4\train\clean\std_clean_0130__FAMILY-3__FATHER__FM003_F3.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-3\FATHER\FM003_F5.png,data\classifier_v4\train\clean\std_clean_0131__FAMILY-3__FATHER__FM003_F5.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-3\MOTHER\FM003_M5.png,data\classifier_v4\train\clean\std_clean_0132__FAMILY-3__MOTHER__FM003_M5.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-30\CHILD\FM030_C2.png,data\classifier_v4\train\clean\std_clean_0133__FAMILY-30__CHILD__FM030_C2.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-30\CHILD\FM030_C5.png,data\classifier_v4\train\clean\std_clean_0134__FAMILY-30__CHILD__FM030_C5.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-30\FATHER\FM030_F1.png,data\classifier_v4\train\clean\std_clean_0135__FAMILY-30__FATHER__FM030_F1.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-30\FATHER\FM030_F2.png,data\classifier_v4\train\clean\std_clean_0136__FAMILY-30__FATHER__FM030_F2.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-30\FATHER\FM030_F3.png,data\classifier_v4\train\clean\std_clean_0137__FAMILY-30__FATHER__FM030_F3.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-30\MOTHER\FM030_M3.png,data\classifier_v4\train\clean\std_clean_0138__FAMILY-30__MOTHER__FM030_M3.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-32\CHILD\FM032_C2.png,data\classifier_v4\train\clean\std_clean_0139__FAMILY-32__CHILD__FM032_C2.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-32\CHILD\FM032_C4.png,data\classifier_v4\train\clean\std_clean_0140__FAMILY-32__CHILD__FM032_C4.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-32\CHILD\FM032_C5.png,data\classifier_v4\train\clean\std_clean_0141__FAMILY-32__CHILD__FM032_C5.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-32\FATHER\FM032_F1.png,data\classifier_v4\train\clean\std_clean_0142__FAMILY-32__FATHER__FM032_F1.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-32\MOTHER\FM032_M3.png,data\classifier_v4\train\clean\std_clean_0143__FAMILY-32__MOTHER__FM032_M3.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-32\MOTHER\FM032_M4.png,data\classifier_v4\train\clean\std_clean_0144__FAMILY-32__MOTHER__FM032_M4.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-33\CHILD\FM033_C1.png,data\classifier_v4\train\clean\std_clean_0145__FAMILY-33__CHILD__FM033_C1.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-33\FATHER\FM033_F1.png,data\classifier_v4\train\clean\std_clean_0146__FAMILY-33__FATHER__FM033_F1.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-33\FATHER\FM033_F4.png,data\classifier_v4\train\clean\std_clean_0147__FAMILY-33__FATHER__FM033_F4.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-33\FATHER\FM033_F5.png,data\classifier_v4\train\clean\std_clean_0148__FAMILY-33__FATHER__FM033_F5.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-33\MOTHER\FM033_M1.png,data\classifier_v4\train\clean\std_clean_0149__FAMILY-33__MOTHER__FM033_M1.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-33\MOTHER\FM033_M4.png,data\classifier_v4\train\clean\std_clean_0150__FAMILY-33__MOTHER__FM033_M4.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-33\MOTHER\FM033_M5.png,data\classifier_v4\train\clean\std_clean_0151__FAMILY-33__MOTHER__FM033_M5.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-34\CHILD\FM034_C1.png,data\classifier_v4\train\clean\std_clean_0152__FAMILY-34__CHILD__FM034_C1.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-34\CHILD\FM034_C2.png,data\classifier_v4\train\clean\std_clean_0153__FAMILY-34__CHILD__FM034_C2.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-34\CHILD\FM034_C5.png,data\classifier_v4\train\clean\std_clean_0154__FAMILY-34__CHILD__FM034_C5.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-34\FATHER\FM034_F1.png,data\classifier_v4\train\clean\std_clean_0155__FAMILY-34__FATHER__FM034_F1.png
train,0,clean,standard_clean,none,,data\split\train\FAMILY-34\MOTHER\FM034_M2.png,data\classifier_v4\train\clean\std_clean_0156__FAMILY-34__MOTHER__FM034_M2.png
