split,condition,distortion,pair_type,label,probe_clean,probe,reference_clean,probe_family,reference_family,member,score
validation,clean_to_clean,clean,genuine,1,data/split/val/FAMILY-31/CHILD/FM031_C4.png,data/split/val/FAMILY-31/CHILD/FM031_C4.png,data/split/val/FAMILY-31/CHILD/FM031_C5.png,FAMILY-31,FAMILY-31,CHILD,0.0
validation,clean_to_clean,clean,genuine,1,data/split/val/FAMILY-31/FATHER/FM031_F1.png,data/split/val/FAMILY-31/FATHER/FM031_F1.png,data/split/val/FAMILY-31/FATHER/FM031_F2.png,FAMILY-31,FAMILY-31,FATHER,0.0
validation,clean_to_clean,clean,genuine,1,data/split/val/FAMILY-31/FATHER/FM031_F1.png,data/split/val/FAMILY-31/FATHER/FM031_F1.png,data/split/val/FAMILY-31/FATHER/FM031_F3.png,FAMILY-31,FAMILY-31,FATHER,0.0
validation,clean_to_clean,clean,genuine,1,data/split/val/FAMILY-31/FATHER/FM031_F1.png,data/split/val/FAMILY-31/FATHER/FM031_F1.png,data/split/val/FAMILY-31/FATHER/FM031_F4.png,FAMILY-31,FAMILY-31,FATHER,0.0
validation,clean_to_clean,clean,genuine,1,data/split/val/FAMILY-31/FATHER/FM031_F1.png,data/split/val/FAMILY-31/FATHER/FM031_F1.png,data/split/val/FAMILY-31/FATHER/FM031_F5.png,FAMILY-31,FAMILY-31,FATHER,0.0
validation,clean_to_clean,clean,genuine,1,data/split/val/FAMILY-31/FATHER/FM031_F2.png,data/split/val/FAMILY-31/FATHER/FM031_F2.png,data/split/val/FAMILY-31/FATHER/FM031_F3.png,FAMILY-31,FAMILY-31,FATHER,0.0
validation,clean_to_clean,clean,genuine,1,data/split/val/FAMILY-31/FATHER/FM031_F2.png,data/split/val/FAMILY-31/FATHER/FM031_F2.png,data/split/val/FAMILY-31/FATHER/FM031_F4.png,FAMILY-31,FAMILY-31,FATHER,0.0
validation,clean_to_clean,clean,genuine,1,data/split/val/FAMILY-31/FATHER/FM031_F2.png,data/split/val/FAMILY-31/FATHER/FM031_F2.png,data/split/val/FAMILY-31/FATHER/FM031_F5.png,FAMILY-31,FAMILY-31,FATHER,0.0
validation,clean_to_clean,clean,genuine,1,data/split/val/FAMILY-31/FATHER/FM031_F3.png,data/split/val/FAMILY-31/FATHER/FM031_F3.png,data/split/val/FAMILY-31/FATHER/FM031_F4.png,FAMILY-31,FAMILY-31,FATHER,0.0
validation,clean_to_clean,clean,genuine,1,data/split/val/FAMILY-31/FATHER/FM031_F3.png,data/split/val/FAMILY-31/FATHER/FM031_F3.png,data/split/val/FAMILY-31/FATHER/FM031_F5.png,FAMILY-31,FAMILY-31,FATHER,0.0
validation,clean_to_clean,clean,genuine,1,data/split/val/FAMILY-31/FATHER/FM031_F4.png,data/split/val/FAMILY-31/FATHER/FM031_F4.png,data/split/val/FAMILY-31/FATHER/FM031_F5.png,FAMILY-31,FAMILY-31,FATHER,0.0
validation,clean_to_clean,clean,genuine,1,data/split/val/FAMILY-31/MOTHER/FM031_M1.png,data/split/val/FAMILY-31/MOTHER/FM031_M1.png,data/split/val/FAMILY-31/MOTHER/FM031_M2.png,FAMILY-31,FAMILY-31,MOTHER,0.0
validation,clean_to_clean,clean,genuine,1,data/split/val/FAMILY-31/MOTHER/FM031_M1.png,data/split/val/FAMILY-31/MOTHER/FM031_M1.png,data/split/val/FAMILY-31/MOTHER/FM031_M3.png,FAMILY-31,FAMILY-31,MOTHER,0.0
validation,clean_to_clean,clean,genuine,1,data/split/val/FAMILY-31/MOTHER/FM031_M1.png,data/split/val/FAMILY-31/MOTHER/FM031_M1.png,data/split/val/FAMILY-31/MOTHER/FM031_M4.png,FAMILY-31,FAMILY-31,MOTHER,0.0
validation,clean_to_clean,clean,genuine,1,data/split/val/FAMILY-31/MOTHER/FM031_M1.png,data/split/val/FAMILY-31/MOTHER/FM031_M1.png,data/split/val/FAMILY-31/MOTHER/FM031_M5.png,FAMILY-31,FAMILY-31,MOTHER,0.0
validation,clean_to_clean,clean,genuine,1,data/split/val/FAMILY-31/MOTHER/FM031_M2.png,data/split/val/FAMILY-31/MOTHER/FM031_M2.png,data/split/val/FAMILY-31/MOTHER/FM031_M3.png,FAMILY-31,FAMILY-31,MOTHER,0.0
validation,clean_to_clean,clean,genuine,1,data/split/val/FAMILY-31/MOTHER/FM031_M2.png,data/split/val/FAMILY-31/MOTHER/FM031_M2.png,data/split/val/FAMILY-31/MOTHER/FM031_M4.png,FAMILY-31,FAMILY-31,MOTHER,0.0
validation,clean_to_clean,clean,genuine,1,data/split/val/FAMILY-31/MOTHER/FM031_M2.png,data/split/val/FAMILY-31/MOTHER/FM031_M2.png,data/split/val/FAMILY-31/MOTHER/FM031_M5.png,FAMILY-31,FAMILY-31,MOTHER,0.0
validation,clean_to_clean,clean,genuine,1,data/split/val/FAMILY-31/MOTHER/FM031_M3.png,data/split/val/FAMILY-31/MOTHER/FM031_M3.png,data/split/val/FAMILY-31/MOTHER/FM031_M4.png,FAMILY-31,FAMILY-31,MOTHER,0.0
validation,clean_to_clean,clean,genuine,1,data/split/val/FAMILY-31/MOTHER/FM031_M3.png,data/split/val/FAMILY-31/MOTHER/FM031_M3.png,data/split/val/FAMILY-31/MOTHER/FM031_M5.png,FAMILY-31,FAMILY-31,MOTHER,0.0
validation,clean_to_clean,clean,genuine,1,data/split/val/FAMILY-31/MOTHER/FM031_M4.png,data/split/val/FAMILY-31/MOTHER/FM031_M4.png,data/split/val/FAMILY-31/MOTHER/FM031_M5.png,FAMILY-31,FAMILY-31,MOTHER,0.0
validation,clean_to_clean,clean,genuine,1,data/split/val/FAMILY-35/CHILD/FM035_C1.png,data/split/val/FAMILY-35/CHILD/FM035_C1.png,data/split/val/FAMILY-35/CHILD/FM035_C2.png,FAMILY-35,FAMILY-35,CHILD,0.0
validation,clean_to_clean,clean,genuine,1,data/split/val/FAMILY-35/CHILD/FM035_C1.png,data/split/val/FAMILY-35/CHILD/FM035_C1.png,data/split/val/FAMILY-35/CHILD/FM035_C3.png,FAMILY-35,FAMILY-35,CHILD,0.0
validation,clean_to_clean,clean,genuine,1,data/split/val/FAMILY-35/CHILD/FM035_C1.png,data/split/val/FAMILY-35/CHILD/FM035_C1.png,data/split/val/FAMILY-35/CHILD/FM035_C4.png,FAMILY-35,FAMILY-35,CHILD,0.0
validation,clean_to_clean,clean,genuine,1,data/split/val/FAMILY-35/CHILD/FM035_C1.png,data/split/val/FAMILY-35/CHILD/FM035_C1.png,data/split/val/FAMILY-35/CHILD/FM035_C5.png,FAMILY-35,FAMILY-35,CHILD,0.0
validation,clean_to_clean,clean,genuine,1,data/split/val/FAMILY-35/CHILD/FM035_C2.png,data/split/val/FAMILY-35/CHILD/FM035_C2.png,data/split/val/FAMILY-35/CHILD/FM035_C3.png,FAMILY-35,FAMILY-35,CHILD,0.0
validation,clean_to_clean,clean,genuine,1,data/split/val/FAMILY-35/CHILD/FM035_C2.png,data/split/val/FAMILY-35/CHILD/FM035_C2.png,data/split/val/FAMILY-35/CHILD/FM035_C4.png,FAMILY-35,FAMILY-35,CHILD,0.0
validation,clean_to_clean,clean,genuine,1,data/split/val/FAMILY-35/CHILD/FM035_C2.png,data/split/val/FAMILY-35/CHILD/FM035_C2.png,data/split/val/FAMILY-35/CHILD/FM035_C5.png,FAMILY-35,FAMILY-35,CHILD,0.0
validation,clean_to_clean,clean,genuine,1,data/split/val/FAMILY-35/CHILD/FM035_C3.png,data/split/val/FAMILY-35/CHILD/FM035_C3.png,data/split/val/FAMILY-35/CHILD/FM035_C4.png,FAMILY-35,FAMILY-35,CHILD,0.0
validation,clean_to_clean,clean,genuine,1,data/split/val/FAMILY-35/CHILD/FM035_C3.png,data/split/val/FAMILY-35/CHILD/FM035_C3.png,data/split/val/FAMILY-35/CHILD/FM035_C5.png,FAMILY-35,FAMILY-35,CHILD,0.0
validation,clean_to_clean,clean,genuine,1,data/split/val/FAMILY-35/CHILD/FM035_C4.png,data/split/val/FAMILY-35/CHILD/FM035_C4.png,data/split/val/FAMILY-35/CHILD/FM035_C5.png,FAMILY-35,FAMILY-35,CHILD,0.0
validation,clean_to_clean,clean,genuine,1,data/split/val/FAMILY-35/FATHER/FM035_F1.png,data/split/val/FAMILY-35/FATHER/FM035_F1.png,data/split/val/FAMILY-35/FATHER/FM035_F2.png,FAMILY-35,FAMILY-35,FATHER,0.0
validation,clean_to_clean,clean,genuine,1,data/split/val/FAMILY-35/FATHER/FM035_F1.png,data/split/val/FAMILY-35/FATHER/FM035_F1.png,data/split/val/FAMILY-35/FATHER/FM035_F3.png,FAMILY-35,FAMILY-35,FATHER,0.0
validation,clean_to_clean,clean,genuine,1,data/split/val/FAMILY-35/FATHER/FM035_F1.png,data/split/val/FAMILY-35/FATHER/FM035_F1.png,data/split/val/FAMILY-35/FATHER/FM035_F4.png,FAMILY-35,FAMILY-35,FATHER,0.0
validation,clean_to_clean,clean,genuine,1,data/split/val/FAMILY-35/FATHER/FM035_F1.png,data/split/val/FAMILY-35/FATHER/FM035_F1.png,data/split/val/FAMILY-35/FATHER/FM035_F5.png,FAMILY-35,FAMILY-35,FATHER,0.0
validation,clean_to_clean,clean,genuine,1,data/split/val/FAMILY-35/FATHER/FM035_F2.png,data/split/val/FAMILY-35/FATHER/FM035_F2.png,data/split/val/FAMILY-35/FATHER/FM035_F3.png,FAMILY-35,FAMILY-35,FATHER,0.0
validation,clean_to_clean,clean,genuine,1,data/split/val/FAMILY-35/FATHER/FM035_F2.png,data/split/val/FAMILY-35/FATHER/FM035_F2.png,data/split/val/FAMILY-35/FATHER/FM035_F4.png,FAMILY-35,FAMILY-35,FATHER,0.0
validation,clean_to_clean,clean,genuine,1,data/split/val/FAMILY-35/FATHER/FM035_F2.png,data/split/val/FAMILY-35/FATHER/FM035_F2.png,data/split/val/FAMILY-35/FATHER/FM035_F5.png,FAMILY-35,FAMILY-35,FATHER,0.0
validation,clean_to_clean,clean,genuine,1,data/split/val/FAMILY-35/FATHER/FM035_F3.png,data/split/val/FAMILY-35/FATHER/FM035_F3.png,data/split/val/FAMILY-35/FATHER/FM035_F4.png,FAMILY-35,FAMILY-35,FATHER,0.0
validation,clean_to_clean,clean,genuine,1,data/split/val/FAMILY-35/FATHER/FM035_F3.png,data/split/val/FAMILY-35/FATHER/FM035_F3.png,data/split/val/FAMILY-35/FATHER/FM035_F5.png,FAMILY-35,FAMILY-35,FATHER,0.0
validation,clean_to_clean,clean,genuine,1,data/split/val/FAMILY-35/FATHER/FM035_F4.png,data/split/val/FAMILY-35/FATHER/FM035_F4.png,data/split/val/FAMILY-35/FATHER/FM035_F5.png,FAMILY-35,FAMILY-35,FATHER,0.0
validation,clean_to_clean,clean,genuine,1,data/split/val/FAMILY-35/MOTHER/FM035_M1.png,data/split/val/FAMILY-35/MOTHER/FM035_M1.png,data/split/val/FAMILY-35/MOTHER/FM035_M2.png,FAMILY-35,FAMILY-35,MOTHER,0.0
validation,clean_to_clean,clean,genuine,1,data/split/val/FAMILY-35/MOTHER/FM035_M1.png,data/split/val/FAMILY-35/MOTHER/FM035_M1.png,data/split/val/FAMILY-35/MOTHER/FM035_M3.png,FAMILY-35,FAMILY-35,MOTHER,0.0
validation,clean_to_clean,clean,genuine,1,data/split/val/FAMILY-35/MOTHER/FM035_M1.png,data/split/val/FAMILY-35/MOTHER/FM035_M1.png,data/split/val/FAMILY-35/MOTHER/FM035_M4.png,FAMILY-35,FAMILY-35,MOTHER,0.0
validation,clean_to_clean,clean,genuine,1,data/split/val/FAMILY-35/MOTHER/FM035_M1.png,data/split/val/FAMILY-35/MOTHER/FM035_M1.png,data/split/val/FAMILY-35/MOTHER/FM035_M5.png,FAMILY-35,FAMILY-35,MOTHER,0.0
validation,clean_to_clean,clean,genuine,1,data/split/val/FAMILY-35/MOTHER/FM035_M2.png,data/split/val/FAMILY-35/MOTHER/FM035_M2.png,data/split/val/FAMILY-35/MOTHER/FM035_M3.png,FAMILY-35,FAMILY-35,MOTHER,0.0
validation,clean_to_clean,clean,genuine,1,data/split/val/FAMILY-35/MOTHER/FM035_M2.png,data/split/val/FAMILY-35/MOTHER/FM035_M2.png,data/split/val/FAMILY-35/MOTHER/FM035_M4.png,FAMILY-35,FAMILY-35,MOTHER,0.0
validation,clean_to_clean,clean,genuine,1,data/split/val/FAMILY-35/MOTHER/FM035_M2.png,data/split/val/FAMILY-35/MOTHER/FM035_M2.png,data/split/val/FAMILY-35/MOTHER/FM035_M5.png,FAMILY-35,FAMILY-35,MOTHER,0.0
validation,clean_to_clean,clean,genuine,1,data/split/val/FAMILY-35/MOTHER/FM035_M3.png,data/split/val/FAMILY-35/MOTHER/FM035_M3.png,data/split/val/FAMILY-35/MOTHER/FM035_M4.png,FAMILY-35,FAMILY-35,MOTHER,0.0
validation,clean_to_clean,clean,genuine,1,data/split/val/FAMILY-35/MOTHER/FM035_M3.png,data/split/val/FAMILY-35/MOTHER/FM035_M3.png,data/split/val/FAMILY-35/MOTHER/FM035_M5.png,FAMILY-35,FAMILY-35,MOTHER,0.0
validation,clean_to_clean,clean,genuine,1,data/split/val/FAMILY-35/MOTHER/FM035_M4.png,data/split/val/FAMILY-35/MOTHER/FM035_M4.png,data/split/val/FAMILY-35/MOTHER/FM035_M5.png,FAMILY-35,FAMILY-35,MOTHER,0.0
validation,clean_to_clean,clean,genuine,1,data/split/val/FAMILY-45/CHILD/FM045_C1.png,data/split/val/FAMILY-45/CHILD/FM045_C1.png,data/split/val/FAMILY-45/CHILD/FM045_C2.png,FAMILY-45,FAMILY-45,CHILD,0.0
validation,clean_to_clean,clean,genuine,1,data/split/val/FAMILY-45/CHILD/FM045_C1.png,data/split/val/FAMILY-45/CHILD/FM045_C1.png,data/split/val/FAMILY-45/CHILD/FM045_C3.png,FAMILY-45,FAMILY-45,CHILD,0.0
validation,clean_to_clean,clean,genuine,1,data/split/val/FAMILY-45/CHILD/FM045_C1.png,data/split/val/FAMILY-45/CHILD/FM045_C1.png,data/split/val/FAMILY-45/CHILD/FM045_C4.png,FAMILY-45,FAMILY-45,CHILD,0.0
validation,clean_to_clean,clean,genuine,1,data/split/val/FAMILY-45/CHILD/FM045_C1.png,data/split/val/FAMILY-45/CHILD/FM045_C1.png,data/split/val/FAMILY-45/CHILD/FM045_C5.png,FAMILY-45,FAMILY-45,CHILD,0.0
validation,clean_to_clean,clean,genuine,1,data/split/val/FAMILY-45/CHILD/FM045_C2.png,data/split/val/FAMILY-45/CHILD/FM045_C2.png,data/split/val/FAMILY-45/CHILD/FM045_C3.png,FAMILY-45,FAMILY-45,CHILD,0.0
validation,clean_to_clean,clean,genuine,1,data/split/val/FAMILY-45/CHILD/FM045_C2.png,data/split/val/FAMILY-45/CHILD/FM045_C2.png,data/split/val/FAMILY-45/CHILD/FM045_C4.png,FAMILY-45,FAMILY-45,CHILD,0.0
validation,clean_to_clean,clean,genuine,1,data/split/val/FAMILY-45/CHILD/FM045_C2.png,data/split/val/FAMILY-45/CHILD/FM045_C2.png,data/split/val/FAMILY-45/CHILD/FM045_C5.png,FAMILY-45,FAMILY-45,CHILD,0.0
validation,clean_to_clean,clean,genuine,1,data/split/val/FAMILY-45/CHILD/FM045_C3.png,data/split/val/FAMILY-45/CHILD/FM045_C3.png,data/split/val/FAMILY-45/CHILD/FM045_C4.png,FAMILY-45,FAMILY-45,CHILD,0.0
validation,clean_to_clean,clean,genuine,1,data/split/val/FAMILY-45/CHILD/FM045_C3.png,data/split/val/FAMILY-45/CHILD/FM045_C3.png,data/split/val/FAMILY-45/CHILD/FM045_C5.png,FAMILY-45,FAMILY-45,CHILD,0.0
validation,clean_to_clean,clean,genuine,1,data/split/val/FAMILY-45/CHILD/FM045_C4.png,data/split/val/FAMILY-45/CHILD/FM045_C4.png,data/split/val/FAMILY-45/CHILD/FM045_C5.png,FAMILY-45,FAMILY-45,CHILD,0.0
validation,clean_to_clean,clean,genuine,1,data/split/val/FAMILY-45/FATHER/FM045_F1.png,data/split/val/FAMILY-45/FATHER/FM045_F1.png,data/split/val/FAMILY-45/FATHER/FM045_F2.png,FAMILY-45,FAMILY-45,FATHER,0.0
validation,clean_to_clean,clean,genuine,1,data/split/val/FAMILY-45/FATHER/FM045_F1.png,data/split/val/FAMILY-45/FATHER/FM045_F1.png,data/split/val/FAMILY-45/FATHER/FM045_F3.png,FAMILY-45,FAMILY-45,FATHER,0.0
validation,clean_to_clean,clean,genuine,1,data/split/val/FAMILY-45/FATHER/FM045_F1.png,data/split/val/FAMILY-45/FATHER/FM045_F1.png,data/split/val/FAMILY-45/FATHER/FM045_F4.png,FAMILY-45,FAMILY-45,FATHER,0.0
validation,clean_to_clean,clean,genuine,1,data/split/val/FAMILY-45/FATHER/FM045_F1.png,data/split/val/FAMILY-45/FATHER/FM045_F1.png,data/split/val/FAMILY-45/FATHER/FM045_F5.png,FAMILY-45,FAMILY-45,FATHER,0.0
validation,clean_to_clean,clean,genuine,1,data/split/val/FAMILY-45/FATHER/FM045_F2.png,data/split/val/FAMILY-45/FATHER/FM045_F2.png,data/split/val/FAMILY-45/FATHER/FM045_F3.png,FAMILY-45,FAMILY-45,FATHER,0.0
validation,clean_to_clean,clean,genuine,1,data/split/val/FAMILY-45/FATHER/FM045_F2.png,data/split/val/FAMILY-45/FATHER/FM045_F2.png,data/split/val/FAMILY-45/FATHER/FM045_F4.png,FAMILY-45,FAMILY-45,FATHER,0.0
